train_loss,val_AUROC,val_AUPRC,val_Accuracy,val_F1,val_MCC
0.49887730162931937,0.9310292762007693,0.9211610077288561,0.8567415730337079,0.8445121951219512,0.7117543386491573
0.275437355611262,0.9659874757621031,0.9677245198188921,0.9002808988764045,0.8916030534351145,0.7993076893264236
0.20077048747454296,0.9790123653008678,0.9778749638755095,0.9283707865168539,0.9199372056514914,0.8559757728857564
0.1637378023301667,0.9816268794303697,0.979990295116996,0.9269662921348315,0.9177215189873417,0.8535636497981867
0.15268141789441003,0.9887552051877047,0.987600478734409,0.9466292134831461,0.9422492401215805,0.8927768137418248
0.12309987826076411,0.98995517975778,0.9885446976197321,0.9452247191011236,0.9402756508422665,0.8896957710868716
0.12553796254558197,0.9885088527925235,0.9853497751986662,0.9466292134831461,0.9406249999999999,0.8927040944079944
0.11239368084002575,0.991552496900728,0.9897023097212733,0.9592696629213483,0.9559939301972685,0.9182728769897344
0.09393732953851765,0.9922518198289837,0.9913589070054143,0.9592696629213483,0.9557251908396946,0.9180483606707722
0.08505750382055745,0.988779045742077,0.9861561933131776,0.9382022471910112,0.9349112426035502,0.8782324026299861
0.07200796844541402,0.992061095394005,0.9904803735631067,0.9550561797752809,0.9518072289156626,0.9102494315747373
0.08296068345691605,0.9946279284147621,0.9937827968646505,0.949438202247191,0.9424920127795527,0.8999864488160025
0.06928354970780891,0.9904160971423122,0.9868961844969235,0.9578651685393258,0.9538461538461538,0.9151018015171428
0.06439997146620607,0.9950570583934645,0.9939959339978882,0.9620786516853933,0.9586523736600306,0.923636764586569
0.06205782651498439,0.9896214119965671,0.9871096221693275,0.949438202247191,0.9465875370919881,0.900412050673329
0.06809308181334471,0.9939365523379637,0.9934252480288496,0.9648876404494382,0.9621785173978821,0.9297245814274016
0.06052318032252583,0.9936981467942401,0.9930886815859563,0.9536516853932584,0.9496183206106871,0.9067397253046438
0.0607768462398776,0.9932054420038781,0.9924271584985196,0.9466292134831461,0.9400630914826498,0.8932005595572176
0.05010230215963638,0.9911154200705681,0.9892027214655157,0.9410112359550562,0.9387755102040817,0.8861772082393181
0.05909903240695705,0.9907578117549827,0.9866793304053572,0.9536516853932584,0.9506726457399104,0.9080595762569279
0.05024558650841498,0.9930782923805588,0.9922092828078217,0.9648876404494382,0.9621785173978821,0.9297245814274016
0.043516401479078023,0.9939286054865062,0.9898080658653913,0.9606741573033708,0.9573170731707318,0.9209201087773689
0.0431652685556784,0.9914809752376108,0.9866856266473567,0.9508426966292135,0.9473684210526316,0.9018945680032812
0.05098544827574791,0.9909644298928765,0.9887577498127667,0.9578651685393258,0.9552238805970149,0.9166694572035573
0.039667475439916826,0.992204138720239,0.9909218980666892,0.9564606741573034,0.9517884914463453,0.9124070438999837
0.04390459614069664,0.9930782923805588,0.990214240096873,0.949438202247191,0.9464285714285715,0.9000647232384316
0.03480646722104845,0.9935471566165486,0.9882469957248118,0.9564606741573034,0.9533834586466166,0.9131835107879153
0.030416536854128543,0.9933246447757398,0.9913316847249839,0.9620786516853933,0.9591527987897126,0.924076714407144
0.03122099794721701,0.9940239677039957,0.9927560745992619,0.9606741573033708,0.9579579579579579,0.9217677736003008
0.03860126568391063,0.9931974951524205,0.9774766991245222,0.9676966292134831,0.9645608628659476,0.9349183300603557
0.04791443236006572,0.9953034107886455,0.9946435239317876,0.9382022471910112,0.9281045751633986,0.8800850693356015
0.049943618545954326,0.9949855367303475,0.9939624948802785,0.9634831460674157,0.9608433734939759,0.9271851897873747
0.035761140125270166,0.9940954893671128,0.9931101391297802,0.9606741573033708,0.9578313253012049,0.921539937049829
0.028235583329778983,0.9950411646905497,0.9942587622362531,0.9620786516853933,0.9593984962406015,0.9244724535725493
0.02660370419153365,0.995398773006135,0.9947625874312934,0.9634831460674157,0.9604863221884498,0.926682141850646
0.022444073429403067,0.9948822276614006,0.9937389594093258,0.973314606741573,0.9709035222052068,0.9462640935863673
0.023874362009436174,0.9944610445341555,0.989288271646068,0.9691011235955056,0.966565349544073,0.9379839178869197
0.023174768430367178,0.9939842334467084,0.9924508643690811,0.973314606741573,0.9709923664122138,0.9463199490860933
0.029584205615487087,0.9948901745128581,0.9940132033328382,0.9620786516853933,0.9590288315629741,0.9239227127030534
0.026850269508480008,0.9938491369719318,0.9928678496215925,0.9662921348314607,0.9639639639639639,0.9330552435852247
0.016557488449530023,0.993467688101974,0.9915827855531594,0.9620786516853933,0.9591527987897126,0.924076714407144
0.01953920744433694,0.9948345465526558,0.9936546996986334,0.9662921348314607,0.963302752293578,0.9321493673561252
0.015924540624120534,0.9953669856003051,0.994341098983583,0.9705056179775281,0.9672386895475819,0.9408912385873203
0.01794182372243193,0.9936822530913252,0.9927665748789898,0.9662921348314607,0.9637462235649548,0.9326351153242239
0.015016216167256902,0.9932610699640803,0.9917806836572831,0.9676966292134831,0.9648854961832062,0.9350113137199649
0.016890344717616863,0.9937617216058998,0.9926885504787675,0.9578651685393258,0.9548192771084338,0.915894684312283
0.016795271141353544,0.9932213357067929,0.989915801512183,0.9691011235955056,0.966360856269113,0.937804919452021
0.019642625959557285,0.9939921802981659,0.9921127543478182,0.9648876404494382,0.9621785173978821,0.9297245814274016
0.016198089965735914,0.994119329921485,0.9924965544388524,0.9648876404494382,0.9611197511664075,0.9294235587499826
0.01677644217556444,0.993046504974729,0.9905386615650643,0.9564606741573034,0.9535232383808097,0.9134280360822302
0.013317027497629511,0.9941352236244,0.9916146588203764,0.973314606741573,0.9709035222052068,0.9462640935863673
0.014019746259987757,0.9937498013287136,0.9921554524611517,0.9592696629213483,0.9565217391304347,0.9190710795676146
0.016226064185220195,0.9940557551098255,0.9935133385205318,0.9705056179775281,0.9678407350689128,0.9406072613364177
0.012338969043932859,0.9934915286563464,0.992855239156038,0.9662921348314607,0.9634146341463414,0.9322263666221371
0.012190086227132293,0.9925220127785371,0.9905591419955831,0.9648876404494382,0.9621785173978821,0.9297245814274016
0.014428107979886794,0.993976286595251,0.9930195892102893,0.9592696629213483,0.9566517189835575,0.9193431661676581
0.017860922724669083,0.994047808258368,0.992682392315693,0.9592696629213483,0.9559939301972685,0.9182728769897344
0.013431634645125323,0.9941431704758574,0.9923135534873366,0.9676966292134831,0.9650986342943854,0.9352223841296912
0.015447331745977157,0.9939286054865063,0.9906370396067323,0.9691011235955056,0.9662576687116564,0.9377602593852316
0.02033480041124233,0.9924385708382338,0.9898934607967251,0.9592696629213483,0.9559939301972685,0.9182728769897344
0.014562274664594052,0.994747131186624,0.9943835158827271,0.9634831460674157,0.9597523219814241,0.9264724410450614
0.01374299238513272,0.992597507867383,0.9886845706173403,0.952247191011236,0.9495548961424333,0.9060515068668494
0.012747629264062534,0.9927604183222607,0.9904949341904238,0.9676966292134831,0.964992389649924,0.9351019870895073
0.011130051003732933,0.9956133379954862,0.9950460436014,0.9705056179775281,0.9682299546142208,0.9410203154679168
0.011640507336318355,0.9939683397437935,0.9923735658971778,0.9592696629213483,0.9562594268476621,0.9186138950114283
0.011195879376246776,0.9929749833116119,0.9922648848597878,0.9606741573033708,0.9577039274924471,0.9213412143426802
0.010523436242880484,0.9941034362185702,0.9931288919829654,0.9606741573033708,0.9578313253012049,0.921539937049829
0.010617317546749655,0.9885565339012683,0.9850354402593939,0.9578651685393258,0.9552238805970149,0.9166694572035573
0.014374183050138012,0.9947948122953686,0.9943247304615319,0.9691011235955056,0.9659442724458206,0.937806605615922
0.009275484000513683,0.9932531231126228,0.9923087680246953,0.9620786516853933,0.9586523736600306,0.923636764586569
0.008023401060465092,0.993133920340761,0.991958998039044,0.9564606741573034,0.953662182361734,0.913701371212293
0.006124999957159493,0.9939286054865063,0.9933102711010091,0.9676966292134831,0.9650986342943854,0.9352223841296912
0.008954721999634737,0.9911034997933819,0.9878064830389973,0.9634831460674157,0.9604863221884498,0.926682141850646
0.009633773436426001,0.9943656823166662,0.9938919269876275,0.9620786516853933,0.9590288315629741,0.9239227127030534
0.007267844561297296,0.9933166979242823,0.9922516929205433,0.9592696629213483,0.9561270801815431,0.9184288473868865
0.006960965864752538,0.9936743062398677,0.9923776493538041,0.9662921348314607,0.9637462235649548,0.9326351153242239
0.009394941395358982,0.9928557805397502,0.9924697609335816,0.9592696629213483,0.9562594268476621,0.9186138950114283
0.012813035696850921,0.9938332432690168,0.9939063733617018,0.9691011235955056,0.9664634146341463,0.9378794955445212
0.01744582888388865,0.9903803363107537,0.9891328156720384,0.9606741573033708,0.9570552147239264,0.9207857846721129
0.02167601083199441,0.9922915540862711,0.9910644895998408,0.9620786516853933,0.9590288315629741,0.9239227127030534
0.01791212557153003,0.9936822530913252,0.9928699546186089,0.9648876404494382,0.9619482496194824,0.9294500013613309
0.014613688934846809,0.9918067961473664,0.9921426322752136,0.9564606741573034,0.9528158295281582,0.9124940441768016
0.013707153526951829,0.9944530976826982,0.994168917916156,0.9564606741573034,0.9533834586466166,0.9131835107879153
0.00959921174467527,0.9942385326933468,0.9939554847683841,0.9592696629213483,0.9565217391304347,0.9190710795676146
0.005899933361910944,0.9938570838233891,0.994071221779832,0.9634831460674157,0.9595015576323987,0.926640838789712
0.01038139209395734,0.9932213357067929,0.9928472640080388,0.9648876404494382,0.9620637329286797,0.9295725484163723
0.01253907473881421,0.9923392351950158,0.9922780317125106,0.9592696629213483,0.9562594268476621,0.9186138950114283
0.01710926843454315,0.9910359515559936,0.9910522169812279,0.973314606741573,0.9707241910631741,0.9462431544194462
0.017399320923979174,0.9924345974125051,0.9911927097704758,0.9620786516853933,0.9590288315629741,0.9239227127030534
0.012394142444283612,0.9916319654153025,0.9904930113924663,0.9662921348314607,0.9637462235649548,0.9326351153242239
0.010537043368374615,0.9937100670714263,0.9936431789930695,0.9676966292134831,0.9646697388632873,0.9349194069938205
0.011481760185335785,0.9921604310372231,0.9912515958952788,0.9578651685393258,0.9548192771084338,0.915894684312283
0.01054835247338645,0.9903207349248229,0.9905508033010969,0.9719101123595506,0.9691358024691358,0.9434249330200879
0.007055623156553366,0.9929829301630695,0.9932288791506166,0.9676966292134831,0.9650986342943854,0.9352223841296912
0.007960375216372991,0.9922836072348137,0.9927849991691601,0.9691011235955056,0.966360856269113,0.937804919452021
0.007827387636395912,0.9920968562255634,0.9835169951297542,0.9606741573033708,0.9577039274924471,0.9213412143426802
0.0067501354749921845,0.9914809752376108,0.9907241486012801,0.9747191011235955,0.9723926380368099,0.949076575860644
