train_loss,val_AUROC,val_AUPRC,val_precision,val_recall
0.5368881103306427,0.9384337417780272,0.9353084513040477,0.9501466275659824,0.6303501945525292
0.2941734317564414,0.967991852127465,0.96700226923727,0.9623893805309734,0.8463035019455253
0.21346826777259156,0.9776690273634822,0.977500869256674,0.9811764705882353,0.811284046692607
0.16996798710649433,0.9807906967944554,0.9810865288432583,0.9738562091503268,0.8696498054474708
0.1395713098439823,0.985618248207405,0.9859935249574802,0.9865168539325843,0.8540856031128404
0.1227653783284538,0.9854416689264611,0.986069467954756,0.9641434262948207,0.9416342412451362
0.10834180919675167,0.9851799532064905,0.9862719578999175,0.9369024856596558,0.953307392996109
0.09684872894579309,0.9863939357629802,0.987976344974411,0.9603174603174603,0.9416342412451362
0.08419444449047424,0.9864506933889978,0.9872055363605131,0.972972972972973,0.9105058365758755
0.08782779891209323,0.9883079290403547,0.9893853718080657,0.953307392996109,0.953307392996109
0.07814456717000338,0.9871286316997647,0.9871264583153603,0.9510763209393346,0.9455252918287937
0.08456473879608761,0.9892948810927735,0.9893483402579407,0.9755102040816327,0.9299610894941635
0.07041336230761627,0.9889543353366672,0.9892745333583116,0.9548133595284872,0.9455252918287937
0.06756169466735203,0.9884214442923901,0.9871360334710411,0.9461538461538461,0.9571984435797666
0.0715391536112577,0.9892412766682013,0.9887143623189231,0.9516441005802708,0.9571984435797666
0.060507097534610366,0.9898277721370508,0.9890530761483871,0.9715447154471545,0.9299610894941635
0.059390892230013974,0.9890079397612396,0.9897105392762867,0.9607843137254902,0.953307392996109
0.059500524896605615,0.9872516065561364,0.9879533621124549,0.9774127310061602,0.9260700389105059
0.047945369279829265,0.9886705472065789,0.9889048670337823,0.9586614173228346,0.9474708171206225
0.049418213676337024,0.9890457781785846,0.9894819463538135,0.925512104283054,0.9669260700389105
0.047104925962684424,0.9900232706266672,0.9904436602731737,0.958904109589041,0.953307392996109
0.06502322426485974,0.9847542710113579,0.9831004077076669,0.9210526315789473,0.953307392996109
0.08108891886170973,0.9853439196816528,0.9859051931064647,0.9691991786447639,0.9182879377431906
0.06626896200235106,0.9895849756257528,0.9895880699679852,0.9772256728778468,0.9182879377431906
0.06202856016545482,0.9893768643303545,0.9880924662946078,0.9025270758122743,0.9727626459143969
0.04757279956954834,0.9908021113836878,0.9909878748651311,0.958904109589041,0.953307392996109
0.04067991607777814,0.991120584729676,0.9907657716496734,0.9448669201520913,0.9669260700389105
0.036861588956778255,0.991754378220207,0.9908343107272033,0.9482758620689655,0.9630350194552529
0.04126189282531213,0.9906003064911807,0.991198044161947,0.971830985915493,0.9396887159533074
0.03280319480579446,0.9888565860918591,0.9894321289032155,0.9737373737373738,0.9377431906614786
0.03650336646761077,0.9904300336131273,0.9905125017578534,0.9371428571428572,0.9571984435797666
0.030706784567178673,0.9896795716691156,0.9899256910756261,0.969939879759519,0.9416342412451362
0.03585557028201291,0.9889259565236584,0.987675641381101,0.9533980582524272,0.9552529182879378
0.03201882129942016,0.9888786585019772,0.9872852549452891,0.966,0.9396887159533074
0.037464769123714305,0.9887115388253693,0.9884691948397406,0.9568627450980393,0.9494163424124513
0.04975249540212946,0.9868543031740127,0.987109219947276,0.962671905697446,0.953307392996109
0.04220464736302623,0.987992608895812,0.9876713279878054,0.9625246548323472,0.9494163424124513
0.03732113219916715,0.9891561402291746,0.9894141721266206,0.9552529182879378,0.9552529182879378
0.032529638001619184,0.988266937421564,0.987957425967406,0.9629629629629629,0.9610894941634242
0.023092695516840178,0.988008374903039,0.9864808360955035,0.958984375,0.9552529182879378
0.022450240072504773,0.9886216725841747,0.9864890808507591,0.9519230769230769,0.9630350194552529
0.026539230340393672,0.9880209877088207,0.9870592619857045,0.9701789264413518,0.9494163424124513
0.026788456967600075,0.9877624251902958,0.9897351115355889,0.9646365422396856,0.9552529182879378
0.02673102891797177,0.9887178452282603,0.9895640376686171,0.9588235294117647,0.9513618677042801
0.02499485446957352,0.988907037314986,0.9879693865983198,0.975103734439834,0.914396887159533
