AUROC,AUPRC,Precision,Recall
0.9883157422737306,0.9890687714401686,0.9059967585089141,0.9704861111111112
0.9899397534952171,0.9897567747934666,0.9184339314845025,0.9774305555555556
0.988666413723326,0.9880723562597533,0.9601449275362319,0.9201388888888888
0.9868512578182488,0.9844224302805832,0.9713261648745519,0.9409722222222222
0.9859903881530536,0.9856476470946359,0.9698681732580038,0.8940972222222222
