AUROC,AUPRC,Precision,Recall
0.9936479221916616,0.992478972338769,0.9639498432601881,0.9624413145539906
0.9924357562295281,0.9916004541635188,0.920704845814978,0.9812206572769953
0.9911723142114666,0.9913741900641315,0.9741100323624595,0.9420970266040689
0.9953482362062281,0.9949911619463899,0.9870759289176091,0.9561815336463224
0.9934017971232081,0.9938176370116133,0.9744408945686901,0.9546165884194053
